Name,NumberOfPersons,Year,Month
"Сумая
",8,2017,май
"Эмма
",8,2017,май
"Малика
",7,2017,май
"Моника
",7,2017,май
"Альбина
",7,2017,май
"Аглая
",7,2017,май
"Адель
",7,2017,май
"Анфиса
",7,2017,май
"Ариана
",7,2017,май
"Карина
",7,2017,май
"Доминика
",6,2017,май
"Евдокия
",6,2017,май
София, Софья,479508553,2017
Мария,253,2017,июнь
Анастасия,204,2017,июнь
Анна,203,2017,июнь
"Виктория
",186,2017,июнь
"Алиса
",182,2017,июнь
"Александра
",159,2017,июнь
"Дарья
",151,2017,июнь
"Варвара
",149,2017,июнь
"Полина
",139,2017,июнь
"Елизавета
",136,2017,июнь
"Екатерина
",130,2017,июнь
"Ева
",129,2017,июнь
"Ксения
",126,2017,июнь
"Валерия
",120,2017,июнь
"Арина
",110,2017,июнь
"Вероника
",105,2017,июнь
"Василиса
",96,2017,июнь
"Милана
",81,2017,июнь
"Кира
",75,2017,июнь
"Таисия
",74,2017,июнь
"Вера
",62,2017,июнь
"Маргарита
",61,2017,июнь
"Ульяна
",60,2017,июнь
"Алёна
",59,2017,июнь
"Алина
",56,2017,июнь
"Мирослава
",51,2017,июнь
"Амина
",45,2017,июнь
"Кристина
",45,2017,июнь
"Елена
",37,2017,июнь
"Ольга
",37,2017,июнь
"Диана
",35,2017,июнь
"Юлия
",35,2017,июнь
"Есения
",34,2017,июнь
"Злата
",33,2017,июнь
"Майя
",32,2017,июнь
"Сафия
",31,2017,июнь
"Евгения
",28,2017,июнь
"Яна
",27,2017,июнь
"Татьяна
",26,2017,июнь
"Надежда
",26,2017,июнь
"Ирина
",25,2017,июнь
"Ангелина
",25,2017,июнь
"Агата
",23,2017,июнь
"Стефания
",23,2017,июнь
"Эмилия
",21,2017,июнь
"Марьям
",19,2017,июнь
"Николь
",18,2017,июнь
"Нина
",18,2017,июнь
"Ника
",17,2017,июнь
"Ясмина
",17,2017,июнь
"Марьяна
",16,2017,июнь
"Марина
",16,2017,июнь
"Милена
",16,2017,июнь
"Мелания
",15,2017,июнь
"Владислава
",15,2017,июнь
"Фатима
",14,2017,июнь
"Ярослава
",14,2017,июнь
"Лилия
",13,2017,июнь
"Любовь
",13,2017,июнь
"Олеся
",13,2017,июнь
"Мия
",13,2017,июнь
"Алия
",13,2017,июнь
"Алеся
",12,2017,июнь
"Агния
",12,2017,июнь
"Камила
",12,2017,июнь
"Карина
",12,2017,июнь
"Малика
",12,2017,июнь
"Мадина
",12,2017,июнь
"Светлана
",12,2017,июнь
"Эвелина
",11,2017,июнь
"Марианна
",11,2017,июнь
"Камилла
",11,2017,июнь
"Дарина
",11,2017,июнь
"Аиша
",11,2017,июнь
"Ариана
",11,2017,июнь
"Амелия
",11,2017,июнь
"Элина
",11,2017,июнь
"Амалия
",10,2017,июнь
"Айлин
",10,2017,июнь
"Аврора
",10,2017,июнь
"Евдокия
",10,2017,июнь
"Зоя
",10,2017,июнь
"Оливия
",10,2017,июнь
"Серафима
",10,2017,июнь
"Хадиджа
",9,2017,июнь
"Марта
",9,2017,июнь
"Лейла
",9,2017,июнь
"Каролина
",9,2017,июнь
"Лада
",9,2017,июнь
"Алисия
",9,2017,июнь
"Аделина
",8,2017,июнь
"Антонина
",8,2017,июнь
"Мила
",8,2017,июнь
"Раяна
",8,2017,июнь
"Сабина
",8,2017,июнь
"Эмма
",8,2017,июнь
"Юлиана
",7,2017,июнь
"Сара
",7,2017,июнь
"Лидия
",7,2017,июнь
"София, Софья
",311,2017,июль
"Мария
",249,2017,июль
"Анна
",245,2017,июль
"Виктория
",187,2017,июль
"Анастасия
",187,2017,июль
"Алиса
",185,2017,июль
"Полина
",181,2017,июль
"Елизавета
",180,2017,июль
"Александра
",173,2017,июль
"Екатерина
",162,2017,июль
"Варвара
",157,2017,июль
"Вероника
",142,2017,июль
"Ксения
",133,2017,июль
"Дарья
",129,2017,июль
"Ева
",122,2017,июль
"Василиса
",102,2017,июль
"Арина
",101,2017,июль
"Валерия
",101,2017,июль
"Милана
",87,2017,июль
"Ульяна
",86,2017,июль
"Маргарита
",74,2017,июль
"Кира
",70,2017,июль
"Таисия
",70,2017,июль
"Вера
",63,2017,июль
"Ольга
",61,2017,июль
"Юлия
",56,2017,июль
"Алина
",51,2017,июль
"Алёна
",50,2017,июль
"Ангелина
",46,2017,июль
"Мирослава
",45,2017,июль
"Амина
",43,2017,июль
"Яна
",41,2017,июль
"Кристина
",38,2017,июль
"Евгения
",35,2017,июль
"Диана
",34,2017,июль
"Майя
",31,2017,июль
"Стефания
",30,2017,июль
"Есения
",30,2017,июль
"Николь
",28,2017,июль
"Сафия
",26,2017,июль
"Ярослава
",24,2017,июль
"Злата
",23,2017,июль
"Мелания
",23,2017,июль
"Самира
",23,2017,июль
"Татьяна
",23,2017,июль
"Эмилия
",22,2017,июль
"Элина
",21,2017,июль
"Ирина
",21,2017,июль
"Ника
",20,2017,июль
"Нина
",20,2017,июль
"Марина
",19,2017,июль
"Елена
",19,2017,июль
"Мия
",19,2017,июль
"Олеся, Алеся
",19,2017,июль
"Алия
",18,2017,июль
"Амелия
",18,2017,июль
"Ясмина
",18,2017,июль
"Светлана
",17,2017,июль
"Марьям
",16,2017,июль
"Аделина
",16,2017,июль
"Надежда
",16,2017,июль
"Милена
",16,2017,июль
"Серафима
",15,2017,июль
"Агата
",15,2017,июль
"Зоя
",15,2017,июль
"Антонина
",15,2017,июль
"Аиша, Айша
",14,2017,июль
"Малика
",14,2017,июль
"Камилла
",14,2017,июль
"Оливия
",14,2017,июль
"Мадина
",14,2017,июль
"Айлин
",14,2017,июль
"Дарина
",13,2017,июль
"Карина
",12,2017,июль
"Алисия
",12,2017,июль
"Амира
",12,2017,июль
"Ариана
",12,2017,июль
"Сара
",12,2017,июль
"Лилия
",11,2017,июль
"Эмма
",11,2017,июль
"Агния
",11,2017,июль
"Каролина
",10,2017,июль
"Фатима
",10,2017,июль
"Марианна
",10,2017,июль
"Наталья, Наталия
",10,2017,июль
"Сумая
",9,2017,июль
"Лидия
",8,2017,июль
"Мила
",8,2017,июль
"Мелисса
",8,2017,июль
"Влада
",8,2017,июль
"Аглая
",8,2017,июль
"Амалия
",8,2017,июль
"Лиана
",8,2017,июль
"Сабина
",8,2017,июль
"Ася
",7,2017,июль
"Юлиана
",7,2017,июль
"Анисия
",7,2017,июль
"Аврора
",7,2017,июль
"Евангелина
",7,2017,июль
"Лейла
",7,2017,июль
"София, Софья
",336,2017,август
"Анна
",270,2017,август
"Мария
",242,2017,август
"Алиса
",210,2017,август
"Виктория
",194,2017,август
"Полина
",192,2017,август
"Екатерина
",177,2017,август
"Анастасия
",175,2017,август
"Елизавета
",165,2017,август
"Александра
",161,2017,август
Дарья,159,2017,август
Ева,142,2017,август
Арина,139,2017,август
Варвара,136,2017,август
Вероника,130,2017,август
Василиса,114,2017,август
Ксения,111,2017,август
Милана,102,2017,август
Валерия,89,2017,август
Ульяна,78,2017,август
Кира,71,2017,август
Вера,62,2017,август
Маргарита,61,2017,август
Мирослава,61,2017,август
Алина,58,2017,август
Алёна,55,2017,август
Таисия,55,2017,август
Кристина,54,2017,август
Юлия,51,2017,август
Диана,46,2017,август
Амина,44,2017,август
Стефания,41,2017,август
Ольга,37,2017,август
Ирина,35,2017,август
Яна,35,2017,август
Майя,30,2017,август
Елена,30,2017,август
Есения,30,2017,август
Аделина,29,2017,август
Евгения,29,2017,август
Эмилия,29,2017,август
Ника,27,2017,август
Сафия,26,2017,август
Агата,25,2017,август
Ангелина,25,2017,август
Наталья, Наталия,659912157,2017
Марина,24,2017,август
Марьям,23,2017,август
Мелания,21,2017,август
Камилла, Камила,659917838,2017
Злата,19,2017,август
Мира,19,2017,август
Татьяна,19,2017,август
Дарина,19,2017,август
Надежда,19,2017,август
Милена,18,2017,август
Алия,18,2017,август
Нина,18,2017,август
Амелия,18,2017,август
Элина,18,2017,август
Ярослава,17,2017,август
Фатима,17,2017,август
Ясмина,15,2017,август
Лейла,15,2017,август
Владислава,14,2017,август
Самира,14,2017,август
Лилия,14,2017,август
Мия,14,2017,август
Айлин,14,2017,август
Эмма,14,2017,август
Серафима,13,2017,август
Любовь,13,2017,август
Агния,13,2017,август
Николь,12,2017,август
Аиша,12,2017,август
Оливия,12,2017,август
Малика,12,2017,август
Светлана,11,2017,август
Мадина,11,2017,август
Антонина,11,2017,август
Олеся,11,2017,август
Алисия,10,2017,август
Аглая,10,2017,август
Ариана,10,2017,август
Изабелла,9,2017,август
Асия,9,2017,август
Лидия,9,2017,август
Каролина,9,2017,август
Марианна,9,2017,август
Лада,9,2017,август
Эвелина,8,2017,август
Аврора,8,2017,август
Сара,8,2017,август
Сабрина,7,2017,август
Сумая,7,2017,август
Марта,7,2017,август
Раяна,7,2017,август
Амира,7,2017,август
Мариям,7,2017,август
Евдокия,7,2017,август
