comments;description;duration;event;main_speaker;occupation;title
37;"""If you want to go out and start your own cemetery"" in the UK, says Alison Killing, ""you kind of can."" She thinks a lot about where we die and are buried -- and in this talk, the architect and TED Fellow offers an eye-opening economic and social perspective on an overlooked feature of our towns and cities: the cemetery. Speaking specifically to UK laws, she unpacks the fascinating, sometimes funny, often contradictory laws about where you can be buried.";529;TEDxGroningen;Alison Killing;Architect;What happens when a city runs out of room for its dead
52;"Legendary duo Jane Fonda and Lily Tomlin have been friends for decades. In a raw, tender and wide-ranging conversation hosted by Pat Mitchell, the three discuss longevity, feminism, the differences between male and female friendship, what it means to live well and women's role in future of our planet. ""I don't even know what I would do without my women friends,"" Fonda says. ""I exist because I have my women friends.""";944;TEDWomen 2015;Jane Fonda and Lily Tomlin;Actor and activist;A hilarious celebration of lifelong female friendship
88;AntГіnio Guterres thinks that we can solve the global refugee crisis -- and he offers compelling, surprising reasons why we must try. In conversation with TED's Bruno Giussani, Guterres discusses the historical causes of the current crisis and outlines the mood of the European countries that are trying to screen, shelter and resettle hundreds of thousands of desperate families. Bigger picture: Guterres calls for a multilateral turn toward acceptance and respect -- to defy groups like ISIS's anti-refugee propaganda and recruiting machine.;1194;TEDGlobal>Geneva;AntГіnio Guterres;Designate Secretary-General of the United Nations;Refugees have the right to be protected
39;"The Internet has transformed the front lines of war, and it's leaving governments behind. As security analyst Rodrigo Bijou shows, modern conflict is being waged online between non-state groups, activists and private corporations, and the digital landscape is proving to be fertile ground for the recruitment and radicalization of terrorists. Meanwhile, draconian surveillance programs are ripe for exploitation. Bijou urges governments to end mass surveillance programs and shut ""backdoors"" -- and he makes a bold call for individuals to step up.";568;TEDGlobal>London;Rodrigo Bijou;Security researcher ;Governments don't understand cyber warfare. We need hackers
44;For sculptor Jason deCaires Taylor, the ocean is more than a muse -- it's an exhibition space and museum. Taylor creates sculptures of human forms and mundane life on land and sinks them to the ocean floor, where they are subsumed by the sea and transformed from lifeless stone into vibrant habitats for corals, crustaceans and other creatures. The result: Enigmatic, haunting and colorful commentaries about our transient existence, the sacredness of the ocean and its breathtaking power of regeneration.;669;Mission Blue II;Jason deCaires Taylor;Sculptor;An underwater art museum, teeming with life
527;What keeps us happy and healthy as we go through life? If you think it's fame and money, you're not alone вЂ“ but, according to psychiatrist Robert Waldinger, you're mistaken. As the director of a 75-year-old study on adult development, Waldinger has unprecedented access to data on true happiness and satisfaction. In this talk, he shares three important lessons learned from the study as well as some practical, old-as-the-hills wisdom on how to build a fulfilling, long life.;766;TEDxBeaconStreet;Robert Waldinger;Psychiatrist, psychoanalyst and Zen priest;What makes a good life? Lessons from the longest study on happiness
167;Why is there something rather than nothing? Why does so much interesting stuff exist in the universe? Particle physicist Harry Cliff works on the Large Hadron Collider at CERN, and he has some potentially bad news for people who seek answers to these questions. Despite the best efforts of scientists (and the help of the biggest machine on the planet), we may never be able to explain all the weird features of nature. Is this the end of physics? Learn more in this fascinating talk about the latest research into the secret structure of the universe.;837;TEDGlobal>Geneva;Harry Cliff;Particle physicist;Have we reached the end of physics?
45;Does collecting more data lead to better decision-making? Competitive, data-savvy companies like Amazon, Google and Netflix have learned that data analysis alone doesn't always produce optimum results. In this talk, data scientist Sebastian Wernicke breaks down what goes wrong when we make decisions based purely on data -- and suggests a brainier way to use it.;745;TEDxCambridge;Sebastian Wernicke;Data scientist;How to use data to make a hit TV show
92;"Astronomer Aomawa Shields searches for clues that life might exist elsewhere in the universe by examining the atmospheres of distant exoplanets. When she isn't exploring the heavens, the classically trained actor (and TED Fellow) looks for ways to engage young women in the sciences using theater, writing and visual art. ""Maybe one day they'll join the ranks of astronomers who are full of contradictions,"" she says, ""and use their backgrounds to discover, once and for all, that we are truly not alone in the universe.""";325;TED2015;Aomawa Shields;Astronomer, astrobiologist, actor, writer;How we'll find life on other planets
43;As the world's climate patterns continue to shift unpredictably, places where drinking water was once abundant may soon find reservoirs dry and groundwater aquifers depleted. In this talk, civil and environmental engineer David Sedlak shares four practical solutions to the ongoing urban water crisis. His goal: to shift our water supply towards new, local sources of water and create a system that is capable of withstanding any of the challenges climate change may throw at us in the coming years.;817;TEDxMarin;David Sedlak;Civil and environmental engineer;4 ways we can avoid a catastrophic drought
150;Suspicious emails: unclaimed insurance bonds, diamond-encrusted safe deposit boxes, close friends marooned in a foreign country. They pop up in our inboxes, and standard procedure is to delete on sight. But what happens when you reply? Follow along as writer and comedian James Veitch narrates a hilarious, weeks-long exchange with a spammer who offered to cut him in on a hot deal.;588;TEDGlobal>Geneva;James Veitch;Comedian and writer;This is what happens when you reply to spam email
48;Challenges and problems can derail your creative process ... or they can make you more creative than ever. In the surprising story behind the best-selling solo piano album of all time, Tim Harford may just convince you of the advantages of having to work with a little mess.;932;TEDGlobal>London;Tim Harford;Economist, journalist and broadcaster;How frustration can make us more creative
96;"We've invested so much in police departments as protectors that we have forgotten what it means to serve our communities, says Baltimore Police officer Lt. Colonel Melvin Russell. It's led to coldness and callousness, and it's dehumanized the police force. After taking over as district commander in one of Baltimore's toughest neighborhoods, Russell instituted a series of reforms aimed at winning back the trust of the community and lowering the violent crime rate. ""Law enforcement is in a crisis,"" he says. ""But it's not too late for all of us to build our cities and nation to make it great again.""";787;TEDxMidAtlantic;Melvin Russell;Chief of the Community Partnership Division, Baltimore Police Department;I love being a police officer, but we need reform
67;Wael Ghonim helped touch off the Arab Spring in his home of Egypt ... by setting up a simple Facebook page. As he reveals, once the revolution spilled onto the streets, it turned from hopeful to messy, then ugly and heartbreaking. And social media followed suit. What was once a place for crowdsourcing, engaging and sharing became a polarized battleground. Ghonim asks: What can we do about online behavior now? How can we use the Internet and social media to create civility and reasoned argument?;814;TEDGlobal>Geneva;Wael Ghonim;Internet activist and computer engineer;Let's design social media that drives real change
72;For architect Ole Scheeren, the people who live and work inside a building are as much a part of that building as concrete, steel and glass. He asks: Can architecture be about collaboration and storytelling instead of the isolation and hierarchy of a typical skyscraper? Visit five of Scheeren's buildings -- from a twisted tower in China to a floating cinema in the ocean in Thailand -- and learn the stories behind them.;986;TEDGlobal>London;Ole Scheeren;Architect;Why great architecture should tell a story
25;Cave diver Jill Heinerth explores the hidden underground waterways coursing through our planet. Working with biologists, climatologists and archaeologists, Heinerth unravels the mysteries of the life-forms that inhabit some of the earth's most remote places and helps researchers unlock the history of climate change. In this short talk, take a dive below the waves and explore the wonders of inner space.;409;TEDYouth 2015;Jill Heinerth;Cave diver;The mysterious world of underwater caves
52;"As the world's population grows and the effects of climate change come into sharper relief, we'll have to feed more people using less arable land. Molecular biologist Jill Farrant studies a rare phenomenon that may help: ""resurrection plants"" -- super-resilient plants that seemingly come back from the dead. Could they hold promise for growing food in our coming hotter, drier world?";836;TEDGlobal>Geneva;Jill Farrant;Professor of molecular and cell biology;How we can make crops survive without water
90;If you read a poem and feel moved by it, but then find out it was actually written by a computer, would you feel differently about the experience? Would you think that the computer had expressed itself and been creative, or would you feel like you had fallen for a cheap trick? In this talk, writer Oscar Schwartz examines why we react so strongly to the idea of a computer writing poetry -- and how this reaction helps us understand what it means to be human.;656;TEDxYouth@Sydney;Oscar Schwartz;Writer and poet;Can a computer write poetry?
56;The water hyacinth may look like a harmless, even beautiful flowering plant -- but it's actually an invasive aquatic weed that clogs waterways, stopping trade, interrupting schooling and disrupting everyday life. In this scourge, green entrepreneur Achenyo Idachaba saw opportunity. Follow her journey as she turns weeds into woven wonders.;437;TEDWomen 2015;Achenyo Idachaba;Green entrepreneur;How I turned a deadly plant into a thriving business
44;"The Sistine Chapel is one of the most iconic buildings on earth -- but there's a lot you probably don't know about it. In this tour-de-force talk, art historian Elizabeth Lev guides us across the famous building's ceiling and Michelangelo's vital depiction of traditional stories, showing how the painter reached beyond the religious iconography of the time to chart new artistic waters. Five hundred years after the artist painted it, says Lev, the Sistine Chapel forces us to look around as if it were a mirror and ask, ""Who am I, and what role do I play in this great theater of life?""";1053;TEDGlobal>Geneva;Elizabeth Lev;Art historian;The unheard story of the Sistine Chapel
299;"Have you wondered why politicians aren't what they used to be, why governments seem unable to solve real problems? Economist Yanis Varoufakis, the former Minister of Finance for Greece, says that it's because you can be in politics today but not be in power -- because real power now belongs to those who control the economy. He believes that the mega-rich and corporations are cannibalizing the political sphere, causing financial crisis. In this talk, hear his dream for a world in which capital and labor no longer struggle against each other, ""one that is simultaneously libertarian, Marxist and Keynesian.""";1191;TEDGlobal>Geneva;Yanis Varoufakis;Economist and professor;Capitalism will eat democracy -- unless we speak up
19;Just a few meters below the waves, marine biologist and explorer-photographer David Gruber discovered something amazing -- a surprising new range of sea creatures that glow in many colors in the ocean's dim blue light. Join his journey in search of biofluorescent sharks, seahorses, sea turtles and more, and learn how these light-up creatures could illuminate a new understanding of our own brains.;834;Mission Blue II;David Gruber;Marine biologist, explorer-photographer;Glow-in-the-dark sharks and other stunning sea creatures
64;A decade ago, US law said human genes were patentable -- which meant patent holders had the right to stop anyone from sequencing, testing or even looking at a patented gene. Troubled by the way this law both harmed patients and created a barrier to biomedical innovation, Tania Simoncelli and her colleagues at the ACLU challenged it. In this riveting talk, hear the story of how they took a case everybody told them they would lose all the way to the Supreme Court.;1085;TEDxAmoskeagMillyard;Tania Simoncelli;Policy expert;Should you be able to patent a human gene?
24;Roboticist Auke Ijspeert designs biorobots, machines modeled after real animals that are capable of handling complex terrain and would appear at home in the pages of a sci-fi novel. The process of creating these robots leads to better automata that can be used for fieldwork, service, and search and rescue. But these robots don't just mimic the natural world -- they help us understand our own biology better, unlocking previously unknown secrets of the spinal cord.;850;TEDGlobal>Geneva;Auke Ijspeert;Roboticist;A robot that runs and swims like a salamander
105;"Plastic bags are essentially indestructible, yet they're used and thrown away with reckless abandon. Most end up in the ocean, where they pollute the water and harm marine life; the rest are burned in garbage piles, where they release harmful dioxins into the atmosphere. Melati and Isabel Wijsen are on a mission to stop plastic bags from suffocating their beautiful island home of Bali. Their efforts -- including petitions, beach cleanups, even a hunger strike -- paid off when they convinced their governor to commit to a plastic bag-free Bali by 2018. ""Don't ever let anyone tell you that you're too young or you won't understand,"" Isabel says to other aspiring activists. ""We're not telling you it's going to be easy. We're telling you it's going to be worth it.""";660;TEDGlobal>London;Melati and Isabel Wijsen;Activists;Our campaign to ban plastic bags in Bali
67;Computer code is the next universal language, and its syntax will be limited only by the imaginations of the next generation of programmers. Linda Liukas is helping to educate problem-solving kids, encouraging them to see computers not as mechanical, boring and complicated but as colorful, expressive machines meant to be tinkered with. In this talk, she invites us to imagine a world where the Ada Lovelaces of tomorrow grow up to be optimistic and brave about technology and use it to create a new world that is wonderful, whimsical and a tiny bit weird.;663;TEDxCERN;Linda Liukas;Programmer, storyteller and illustrator;A delightful way to teach kids about computers
42;When AndrГ©s Ruzo was a young boy in Peru, his grandfather told him a story with an odd detail: There is a river, deep in the Amazon, which boils as if a fire burns below it. Twelve years later, after training as a geoscientist, he set out on a journey deep into the jungle of South America in search of this boiling river. At a time when everything seems mapped and measured, join Ruzo as he explores a river that forces us to question the line between known and unknown ... and reminds us that there are great wonders yet to be discovered.;949;TEDGlobal 2014;AndrГ©s Ruzo;Geoscientist;The boiling river of the Amazon
129;Can we break bad habits by being more curious about them? Psychiatrist Judson Brewer studies the relationship between mindfulness and addiction -- from smoking to overeating to all those other things we do even though we know they're bad for us. Learn more about the mechanism of habit development and discover a simple but profound tactic that might help you beat your next urge to smoke, snack or check a text while driving.;564;TEDMED 2015;Judson Brewer;Mindful addiction doctor;A simple way to break a bad habit
20;"When Ebola broke out in March 2014, Pardis Sabeti and her team got to work sequencing the virus's genome, learning how it mutated and spread. Sabeti immediately released her research online, so virus trackers and scientists from around the world could join in the urgent fight. In this talk, she shows how open cooperation was key to halting the virus ... and to attacking the next one to come along. ""We had to work openly, we had to share and we had to work together,"" Sabeti says. ""Let us not let the world be defined by the destruction wrought by one virus, but illuminated by billions of hearts and minds working in unity.""";577;TEDWomen 2015;Pardis Sabeti;Computational geneticist;How we'll fight the next deadly virus
38;How much do you know about intellectual disabilities? Special Olympics champion and ambassador Matthew Williams is proof that athletic competition and the camaraderie it fosters can transform lives, both on and off the field. Together with his fellow athletes, he invites you to join him at the next meet -- and challenges you to walk away with your heart unchanged.;852;TEDxVancouver;Matthew Williams;Special Olympics International Sargent Shriver Global Messenger;Special Olympics let me be myself -- a champion
169;"Economic growth is the defining challenge of our time; without it, political and social instability rises, human progress stagnates and societies grow dimmer. But, says economist Dambisa Moyo, dogmatic capitalism isn't creating the growth we need. As she shows, in both state-sponsored and market-driven models, capitalism is failing to solve social ills, fostering corruption and creating income inequality. Moyo surveys the current economic landscape and suggests that we have to start thinking about capitalism as a spectrum so we can blend the best of different models together to foster growth.";844;TEDGlobal>Geneva;Dambisa Moyo;Global economist ;Economic growth has stalled. Let's fix it
58;What will the world look like when we move beyond the keyboard and mouse? Interaction designer Sean Follmer is building a future with machines that bring information to life under your fingers as you work with it. In this talk, check out prototypes for a 3D shape-shifting table, a phone that turns into a wristband, a deformable game controller and more that may change the way we live and work.;562;TEDxCERN;Sean Follmer;Human-computer interaction researcher and designer;Shape-shifting tech will change work as we know it
36;"Gregory Heyworth is a textual scientist; he and his lab work on new ways to read ancient manuscripts and maps using spectral imaging technology. In this fascinating talk, watch as Heyworth shines a light on lost history, deciphering texts that haven't been read in thousands of years. How could these lost classics rewrite what we know about the past?";727;TEDxUM;Gregory Heyworth;Textual scientist;How I'm discovering the secrets of ancient texts
110;"We're headed towards a global food crisis: Nearly 3 billion people depend on the ocean for food, and at our current rate we already take more fish from the ocean than it can naturally replace. In this fact-packed, eye-opening talk, entrepreneur and conservationist Mike Velings proposes a solution: Aquaculture, or fish farming. ""We must start using the ocean as farmers instead of hunters,"" he says, echoing Jacques Cousteau. ""The day will come where people will demand farmed fish on their plates that's farmed well and farmed healthy -- and refuse anything less.""";918;Mission Blue II;Mike Velings;Entrepreneur and conservationist;The case for fish farming
114;"Social justice advocate and law scholar Dorothy Roberts has a precise and powerful message: Race-based medicine is bad medicine. Even today, many doctors still use race as a medical shortcut; they make important decisions about things like pain tolerance based on a patient's skin color instead of medical observation and measurement. In this searing talk, Roberts lays out the lingering traces of race-based medicine -- and invites us to be a part of ending it. ""It is more urgent than ever to finally abandon this backward legacy,"" she says, ""and to affirm our common humanity by ending the social inequalities that truly divide us.""";876;TEDMED 2015;Dorothy Roberts;Professor, author and social justice advocate;The problem with race-based medicine
102;"Through treating everything from strokes to car accident traumas, neurosurgeon Jocelyne Bloch knows the brain's inability to repair itself all too well. But now, she suggests, she and her colleagues may have found the key to neural repair: Doublecortin-positive cells. Similar to stem cells, they are extremely adaptable and, when extracted from a brain, cultured and then re-injected in a lesioned area of the same brain, they can help repair and rebuild it. ""With a little help,"" Bloch says, ""the brain may be able to help itself.""";694;TEDGlobal>Geneva;Jocelyne Bloch;Functional neurosurgeon;The brain may be able to repair itself -- with help
215;"When your job hinges on how well you talk to people, you learn a lot about how to have conversations -- and that most of us don't converse very well. Celeste Headlee has worked as a radio host for decades, and she knows the ingredients of a great conversation: Honesty, brevity, clarity and a healthy amount of listening. In this insightful talk, she shares 10 useful rules for having better conversations. ""Go out, talk to people, listen to people,"" she says. ""And, most importantly, be prepared to be amazed.""";704;TEDxCreativeCoast;Celeste Headlee;Writer and radio host;10 ways to have a better conversation
143;"Shonda Rhimes, the titan behind Grey's Anatomy, Scandal and How to Get Away With Murder, is responsible for some 70 hours of television per season, and she loves to work. ""When I am hard at work, when I am deep in it, there is no other feeling,"" she says. She has a name for this feeling: The hum. The hum is a drug, the hum is music, the hum is God's whisper in her ear. But what happens when it stops? Is she anything besides the hum? In this moving talk, join Rhimes on a journey through her ""year of yes"" and find out how she got her hum back.";1124;TED2016;Shonda Rhimes;Writer and producer;My year of saying yes to everything
150;"More than a billion years ago, two black holes in a distant galaxy locked into a spiral, falling inexorably toward each other, and collided. ""All that energy was pumped into the fabric of time and space itself,"" says theoretical physicist Allan Adams, ""making the universe explode in roiling waves of gravity."" About 25 years ago, a group of scientists built a giant laser detector called LIGO to search for these kinds of waves, which had been predicted but never observed. In this mind-bending talk, Adams breaks down what happened when, in September 2015, LIGO detected an unthinkably small anomaly, leading to one of the most exciting discoveries in the history of physics.";658;TED2016;Allan Adams;Theoretical physicist;What the discovery of gravitational waves means
61;"When you hear the word ""drone,"" you probably think of something either very useful or very scary. But could they have aesthetic value? Autonomous systems expert Raffaello D'Andrea develops flying machines, and his latest projects are pushing the boundaries of autonomous flight -- from a flying wing that can hover and recover from disturbance to an eight-propeller craft that's ambivalent to orientation ... to a swarm of tiny coordinated micro-quadcopters. Prepare to be dazzled by a dreamy, swirling array of flying machines as they dance like fireflies above the TED stage.";695;TED2016;Raffaello D'Andrea;Autonomous systems pioneer;Meet the dazzling flying machines of the future
362;Why is Al Gore optimistic about climate change? In this spirited talk, Gore asks three powerful questions about the man-made forces threatening to destroy our planet -- and the solutions we're designing to combat them. (Featuring Q&A with TED curator Chris Anderson);1520;TED2016;Al Gore;Climate advocate;The case for optimism on climate change
422;When you look at Muslim scholar Dalia Mogahed, what do you see: A woman of faith? A scholar, a mom, a sister? Or an oppressed, brainwashed, potential terrorist? In this personal, powerful talk, Mogahed asks us, in this polarizing time, to fight negative perceptions of her faith in the media -- and to choose empathy over prejudice.;976;TED2016;Dalia Mogahed;Muslim studies scholar;What it's like to be Muslim in America
17;"Can global capital markets become catalysts for social change? According to investment expert Audrey Choi, individuals own almost half of all global capital, giving them (us!) the power to make a difference by investing in companies that champion social values and sustainability. ""We have more opportunity today than ever before to make choices,"" she says. ""So change your perspective. Invest in the change you want to see in the world.""";754;TED@StateStreet Boston;Audrey Choi;Sustainable investment expert;How to make a profit while making a difference
57;"In Zimbabwe in the 1980s, Mary Bassett witnessed the AIDS epidemic firsthand, and she helped set up a clinic to treat and educate local people about the deadly virus. But looking back, she regrets not sounding the alarm for the real problem: the structural inequities embedded in the world's political and economic organizations, inequities that make marginalized people more vulnerable. These same structural problems exist in the United States today, and as New York City's Health Commissioner, Bassett is using every chance she has to rally support for health equity and speak out against racism. ""We don't have to have all the answers to call for change,"" she says. ""We just need courage.""";829;TEDMED 2015;Mary Bassett;New York City Health Commissioner;Why your doctor should care about social justice
184;There are a few things that we all need: fresh air, water, food, shelter, love ... and a safe place to pee. For trans people who don't fit neatly into the gender binary, public restrooms are a major source of anxiety and the place where they are most likely to be questioned or harassed. In this poetically rhythmic talk, Ivan Coyote grapples with complex and intensely personal issues of gender identity and highlights the need for gender-neutral bathrooms in all public places.;710;TEDxVancouver;Ivan Coyote;Writer, performer;Why we need gender-neutral bathrooms
36;"Somersaulting manta rays, dashing dolphins, swarming schools of fish and munching sharks inhabit a world beneath the ocean's surface that few get a chance to see. Conservation photographer Thomas Peschak visits incredible seascapes around the world, and his photos reveal these hidden ecosystems. ""You can't love something and become a champion for it if you don't know it exists,"" he says. Join Peschak in a new, immersive TED Talk format as he shares his stunning work and his dream for a future of respectful coexistence with the ocean.";610;Mission Blue II;Thomas Peschak;Conservation photographer;Dive into an ocean photographer's world
26;"Textile artist Magda Sayeg transforms urban landscapes into her own playground by decorating everyday objects with colorful knit and crochet works. These warm, fuzzy ""yarn bombs"" started small, with stop sign poles and fire hydrants in Sayeg's hometown, but soon people found a connection to the craft and spread it across the world. ""We all live in this fast-paced, digital world, but we still crave and desire something that's relatable,"" Sayeg says. ""Hidden power can be found in the most unassuming places, and we all possess skills that are just waiting to be discovered.""";330;TEDYouth 2015;Magda Sayeg;Textile artist;How yarn bombing grew into a worldwide movement
68;If you take two different medications for two different reasons, here's a sobering thought: your doctor may not fully understand what happens when they're combined, because drug interactions are incredibly hard to study. In this fascinating and accessible talk, Russ Altman shows how doctors are studying unexpected drug interactions using a surprising resource: search engine queries.;881;TEDMED 2015;Russ Altman;Big data techno-В­optimist and internist;What really happens when you mix medications?
139;"A million refugees arrived in Europe this year, says Alexander Betts, and ""our response, frankly, has been pathetic."" Betts studies forced migration, the impossible choice for families between the camps, urban poverty and dangerous illegal journeys to safety. In this insightful talk, he offers four ways to change the way we treat refugees, so they can make an immediate contribution to their new homes. ""There's nothing inevitable about refugees being a cost,"" Betts says. ""They're human beings with skills, talents, aspirations, with the ability to make contributions -- if we let them.""";1089;TED2016;Alexander Betts;Social scientist;Our refugee system is failing. Here's how we can fix it
171;"Uber didn't start out with grand ambitions to cut congestion and pollution. But as the company took off, co-founder Travis Kalanick wondered if there was a way to get people using Uber along the same routes to share rides, reducing costs and carbon footprint along the way. The result: uberPOOL, the company's carpooling service, which in its first eight months took 7.9 million miles off the roads and 1,400 metric tons of carbon dioxide out of the air in Los Angeles. Now, Kalanick says carpooling could work for commuters in the suburbs, too. ""With the technology in our pockets today, and a little smart regulation,"" he says, ""we can turn every car into a shared car, and we can reclaim our cities starting today.""";1158;TED2016;Travis Kalanick;Entrepreneur;Uber's plan to get more people into fewer cars
138;"We're raising our girls to be perfect, and we're raising our boys to be brave, says Reshma Saujani, the founder of Girls Who Code. Saujani has taken up the charge to socialize young girls to take risks and learn to program -- two skills they need to move society forward. To truly innovate, we cannot leave behind half of our population, she says. ""I need each of you to tell every young woman you know to be comfortable with imperfection.""";759;TED2016;Reshma Saujani;Education activist;Teach girls bravery, not perfection
83;"What if we could grow delicious, nutrient-dense food, indoors anywhere in the world? Caleb Harper, director of the Open Agriculture Initiative at the MIT Media Lab, wants to change the food system by connecting growers with technology. Get to know Harper's ""food computers"" and catch a glimpse of what the future of farming might look like.";955;TEDGlobal>Geneva;Caleb Harper;Principal Investigator and Director of the Open Agriculture Initiative;This computer will grow your food in the future
28;Hundreds of meters below the surface of the ocean, Laura Robinson probes the steep slopes of massive undersea mountains. She's on the hunt for thousand-year-old corals that she can test in a nuclear reactor to discover how the ocean changes over time. By studying the history of the earth, Robinson hopes to find clues of what might happen in the future.;681;TEDxBrussels;Laura Robinson;Ocean scientist;The secrets I find on the mysterious ocean floor
50;"Simple solutions are often best, even when dealing with something as complicated as Parkinson's. In this inspiring talk, Mileha Soneji shares accessible designs that make the everyday tasks of those living with Parkinson's a bit easier. ""Technology is not always it,"" she says. ""What we need are human-centered solutions.""";417;TEDxDelft;Mileha Soneji;Product designer;Simple hacks for life with Parkinson's
89;Deep in the Himalayas, on the border between China and India, lies the Kingdom of Bhutan, which has pledged to remain carbon neutral for all time. In this illuminating talk, Bhutan's Prime Minister Tshering Tobgay shares his country's mission to put happiness before economic growth and set a world standard for environmental preservation.;1134;TED2016;Tshering Tobgay;Prime Minister of Bhutan;This country isn't just carbon neutral -- it's carbon negative
120;What do you do when your firmly held beliefs turn out not to be true? When Casey Gerald's religion failed him, he searched for something new to believe in -- in business, in government, in philanthropy -- but found only false saviors. In this moving talk, Gerald urges us all to question our beliefs and embrace uncertainty.;1099;TED2016;Casey Gerald;American;The gospel of doubt
77;Joe Gebbia, the co-founder of Airbnb, bet his whole company on the belief that people can trust each other enough to stay in one another's homes. How did he overcome the stranger-danger bias? Through good design. Now, 123 million hosted nights (and counting) later, Gebbia sets out his dream for a culture of sharing in which design helps foster community and connection instead of isolation and separation.;951;TED2016;Joe Gebbia;Designer, co-founder of Airbnb;How Airbnb designs for trust
310;Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.;843;TED2016;Tim Urban;Blogger;Inside the mind of a master procrastinator
214;"We don't have to live in a world where 99 percent of rapists get away with it, says TED Fellow Jessica Ladd. With Callisto, a new platform for college students to confidentially report sexual assault, Ladd is helping survivors get the support and justice they deserve while respecting their privacy concerns. ""We can create a world where there's a real deterrent to violating the rights of another human being,"" she says.";359;TED2016;Jessica Ladd;Founder and CEO, Callisto;The reporting system that sexual assault survivors want
166;"Conservatives and liberals both believe that they alone are motivated by love while their opponents are motivated by hate. How can we solve problems with so much polarization? In this talk, social scientist Arthur Brooks shares ideas for what we can each do as individuals to break the gridlock. ""We might just be able to take the ghastly holy war of ideology that we're suffering under and turn it into a competition of ideas,"" he says.";854;TED2016;Arthur Brooks;Social scientist, author ;A conservative's plea: Let's work together
47;What if technology could connect us more deeply with our surroundings instead of distracting us from the real world? With the Meta 2, an augmented reality headset that makes it possible for users to see, grab and move holograms just like physical objects, Meron Gribetz hopes to extend our senses through a more natural machine. Join Gribetz as he takes the TED stage to demonstrate the reality-shifting Meta 2 for the first time. (Featuring Q&A with TED Curator Chris Anderson);654;TED2016;Meron Gribetz;Founder and CEO, Meta;A glimpse of the future through an augmented reality headset
101;When a kid commits a crime, the US justice system has a choice: prosecute to the full extent of the law, or take a step back and ask if saddling young people with criminal records is the right thing to do every time. In this searching talk, Adam Foss, a prosecutor with the Suffolk County District Attorney's Office in Boston, makes his case for a reformed justice system that replaces wrath with opportunity, changing people's lives for the better instead of ruining them.;957;TED2016;Adam Foss;Juvenile justice reformer;A prosecutor's vision for a better justice system
56;"If you've taken a career break and are now looking to return to the workforce, would you consider taking an internship? Career reentry expert Carol Fishman Cohen thinks you should. In this talk, hear about Cohen's own experience returning to work after a career break, her work championing the success of ""relaunchers"" and how employers are changing how they engage with return-to-work talent.";721;TEDxBeaconStreet;Carol Fishman Cohen;CEO and co-founder, iRelaunch;How to get back to work after a career break
87;"Camels are so well adapted to the desert that it's hard to imagine them living anywhere else. But what if we have them pegged all wrong? What if those big humps, feet and eyes were evolved for a different climate and a different time? In this talk, join Radiolab's Latif Nasser as he tells the surprising story of how a very tiny, very strange fossil upended the way he sees camels, and the world. This talk comes from the PBS special ""TED Talks: Science & Wonder.""";747;TED Talks Live;Latif Nasser;Radio researcher;You have no idea where camels really come from
33;What can a young woman with an idea, an Internet connection and a bit of creativity achieve? That's all Siyanda Mohutsiwa needed to unite young African voices in a new way. Hear how Mohutsiwa and other young people across the continent are using social media to overcome borders and circumstance, accessing something they have long had to violently take: a voice.;862;TED2016;Siyanda Mohutsiwa;Writer;How young Africans found a voice on Twitter
125;Explore a speculative digital world without screens in this fanciful demo, a mix of near reality and far-future possibility. Wearing the HoloLens headset, Alex Kipman demos his vision for bringing 3D holograms into the real world, enhancing our perceptions so that we can touch and feel digital content. Featuring Q&A with TED's Helen Walters.;1145;TED2016;Alex Kipman;Inventor;A futuristic vision of the age of holograms
93;AngГ©lica Dass's photography challenges how we think about skin color and ethnic identity. In this personal talk, hear about the inspiration behind her portrait project, HumanГ¦, and her pursuit to document humanity's true colors rather than the untrue white, red, black and yellow associated with race.;687;TED2016;AngГ©lica Dass;Artist and photographer;The beauty of human skin in every color
335;"It doesn't matter whether you love or hate guns; it's obvious that the US would be a safer place if there weren't thousands of them sold every day without background checks. Dan Gross, president of the Brady Campaign to Prevent Gun Violence, makes a passionate, personal appeal for something that more than 90 percent of Americans want: background checks for all gun sales. ""For every great movement around the world, there's a moment where you can look back and say, 'That's when things really started to change,'"" Gross says. ""For the movement to end gun violence in America, that moment is here.""";818;TED2016;Dan Gross;Gun-control activist;Why gun violence can't be our new normal
92;"If we hope to one day leave Earth and explore the universe, our bodies are going to have to get a lot better at surviving the harsh conditions of space. Using synthetic biology, Lisa Nip hopes to harness special powers from microbes on Earth -- such as the ability to withstand radiation -- to make humans more fit for exploring space. ""We're approaching a time during which we'll have the capacity to decide our own genetic destiny,"" Nip says. ""Augmenting the human body with new abilities is no longer a question of how, but of when.""";771;TEDxBeaconStreet;Lisa Nip;Synthetic biologist ;How humans could evolve to survive in space
23;Is it possible to run a company and reinvent it at the same time? For business strategist Knut Haanaes, the ability to innovate after becoming successful is the mark of a great organization. He shares insights on how to strike a balance between perfecting what we already know and exploring totally new ideas -- and lays out how to avoid two major strategy traps.;638;TED@BCG London;Knut Haanaes;Strategist;Two reasons companies fail -- and how to avoid them
